,max_P,utility,inertia,reliability
0,10.31422212770734,2.2541422575046837,0.9707333333333305,0.01999999999999993
1,0.13489737271920912,0.19258348375522982,0.9900000000000034,1.0000000000000024
2,0.10283429346774911,0.15175746571016233,0.9900000000000034,1.0000000000000024
3,9.692053206195475,0.9116729591642585,0.9735999999999968,0.0591333333333332
4,0.22974821123636097,0.13521993141128455,0.9900000000000034,1.0000000000000024
5,0.09515160192841887,0.15419592518798816,0.9900000000000034,1.0000000000000024
6,0.0740196772578217,0.2603406846363994,0.9900000000000034,1.0000000000000024
7,0.16209618734550035,0.11642839988504533,0.9900000000000034,1.0000000000000024
8,0.10653646982509365,0.21566425930669528,0.9900000000000034,1.0000000000000024
9,6.986130559619824,0.8428504555512916,0.9731333333333302,0.14533333333333331
10,4.010455013528573,1.0260268370192576,0.9715333333333304,0.08033333333333308
11,0.20256655210254698,0.13003987504417397,0.9900000000000034,1.0000000000000024
12,5.41791382357817,0.9571499246220383,0.9722666666666636,0.17940000000000028
13,0.1410700245025071,0.12998375789374775,0.9900000000000034,1.0000000000000024
14,0.0817658642016309,0.19527389633535092,0.9900000000000034,1.0000000000000024
15,7.322891024628171,0.5562127076765292,0.9732666666666635,0.22440000000000013
16,10.79980814243113,1.2831574296984667,0.9704666666666638,0.10053333333333325
17,0.16563261064160717,0.17068911881178617,0.9900000000000034,1.0000000000000024
18,0.20305261347494943,0.22381020426118597,0.9900000000000034,1.0000000000000024
19,3.6442158498391937,0.47328079529549916,0.9740666666666634,0.14780000000000004
20,0.14462728387918777,0.12643904581108273,0.9900000000000034,1.0000000000000024
21,0.14497843952014228,0.18562460289527022,0.9900000000000034,1.0000000000000024
22,0.16042866980957682,0.12332847472438127,0.9900000000000034,1.0000000000000024
23,7.254889512288683,0.8678283122007313,0.9724666666666636,0.0695999999999999
24,0.14315675115166168,0.2512140102600907,0.9900000000000034,1.0000000000000024
25,9.38714730228977,1.65108333309526,0.9725333333333303,0.11120000000000005
26,0.09268747446717715,0.26535693764076507,0.9900000000000034,1.0000000000000024
