,c1,c2,r1,r2,w1,max_P,utility,inertia,reliability
0,1.538048172158975,-1.4150369564169116,0.4976359375069994,0.06388214043855078,0.4433096329337948,2.283638260787007,1.778129910415751,0.9900000000000034,0.06999999999999991
1,0.2627314040679408,-0.9385129987309124,1.0284862388805025,1.229343914648726,0.9880305480662968,0.0968257774608731,0.24616540039309062,0.9900000000000034,1.0000000000000024
2,-0.33483074259855283,-1.9025287800645758,1.8953923354057094,1.722590236221013,0.9899401258411602,2.2838096665478926,1.379452393895311,0.9900000000000034,0.20720000000000038
3,1.07352344721676,1.6873082141112223,1.1137726218913038,1.5648024958732882,0.04162480234470434,2.197714854958959,0.9920411528444131,0.9900000000000034,0.06999999999999991
4,1.8210937609771003,1.7695289828030396,1.9269316708074393,0.5720900230903567,0.7244004780466672,1.9689956410698415,0.6172571709208978,0.9900000000000034,0.06999999999999991
5,-0.23328500307354338,0.5631079176366788,1.601316129149751,1.7735117402368976,0.09700645724092527,0.11646217650505569,0.322676397691121,0.9900000000000034,1.0000000000000024
6,1.0006398531923142,0.38761912455097186,1.9133883757703551,0.7881637643613958,0.09525377663442769,0.1797478033634294,0.5083890820185437,0.9900000000000034,1.0000000000000024
7,-0.605371178313311,0.3927441208551454,1.0535316013566836,0.7864805454744613,0.09525377663442769,2.283833576823195,1.6683402915953673,0.9900000000000034,0.10346666666666668
8,0.1512453427568193,0.8102719348275271,0.2872713316040789,1.8986478713735964,0.5808252971245247,0.13597604824997614,0.4043162555319447,0.9900000000000034,1.0000000000000024
9,-0.06369439491973106,0.6411006674778723,1.0105374948685717,1.3296991063628503,0.3862665146838403,2.184602901121338,0.6491508264014338,0.978666666666663,0.8244666666666667
10,-0.3562746565417337,0.8102719348275271,1.8349198801818474,1.833223727601926,0.8227093678927672,2.2837371561448645,0.9444567118070412,0.985666666666667,0.44686666666666697
11,1.07352344721676,1.6873082141112223,1.1137726218913038,1.5648024958732882,0.04191948212648433,2.215927978673768,1.0057432283465568,0.9900000000000034,0.06999999999999991
12,1.166620114439126,1.6873082141112223,1.1137726218913038,1.5648024958732882,0.04191948212648433,2.046454070375238,0.7496650694592687,0.9900000000000034,0.06999999999999991
13,-0.36654071416965217,-0.23964998084824302,1.9312409185740267,1.0440196390632377,0.7542152846341896,2.283694064060322,1.1394588839169133,0.9851333333333337,0.3061333333333331
14,-0.12129654214082716,-0.8426883252910449,1.6203379605771493,1.1556254865393667,0.970653626054596,2.2836941506293873,0.7212934993934345,0.9846666666666662,0.6047999999999998
15,1.0714343356616207,0.4265137208873049,1.2184318100606102,0.788162809439201,0.09526160067723816,2.2836284233906947,0.8017467026670112,0.9723999999999969,0.5240666666666665
