,Expected Annual Damage,Total Investment Costs,Expected Number of Deaths
567,582880.4076233752,881948713.8442339,4.069225094302568e-05
568,2164445461.315021,881969010.9722875,0.14452016847168292
569,2802958.061975637,881948889.5063242,0.00022241483203845117
570,0.0,881948679.3660549,0.0
571,0.0,881948679.3660549,0.0
572,594461.5158967687,881948714.1909686,4.1888900195442917e-05
573,1906604.144829147,881948777.4507626,8.985411519390374e-05
574,3276148.7322613923,881948982.5784909,0.0005214926745341539
575,24498354.74068114,881951140.1130289,0.0019643668041492246
576,0.0,881948679.3660549,0.0
577,0.0,881948679.3660549,0.0
578,12002969.728574825,881949167.3458524,0.0010324543670153152
579,4103225.6279844223,881948859.7698321,0.00029329616788865477
580,0.0,881948679.3660549,0.0
581,0.0,881948679.3660549,0.0
582,0.0,881948679.3660549,0.0
583,3262460.704810307,881948980.0464798,0.0005451856877886375
584,0.0,881948679.3660549,0.0
585,1754641.2063451933,881948762.2587522,9.115318378390541e-05
586,2596255163.9422784,881972454.8835398,0.17091818626665134
587,0.0,881948679.3660549,0.0
588,5235119.321254864,881949017.4049886,0.00031018500897353235
589,0.0,881948679.3660549,0.0
590,0.0,881948679.3660549,0.0
591,1563256147.955092,881969062.7093092,0.14509612419665036
592,29171358.530668013,881949360.1745958,0.003388143144180855
593,3456387.0886696274,881949024.0480636,0.000333111559205566
594,1675900.9040930984,881948760.4411207,8.488018260708772e-05
595,0.0,881948679.3660549,0.0
596,561678.4744686557,881948713.2094548,3.8501504007546e-05
597,0.0,881948679.3660549,0.0
598,576068.6305684719,881948713.6402915,3.9988405704041966e-05
599,0.0,881948679.3660549,0.0
600,24298348.99924084,1926402257.2829509,0.03712031907763305
601,38570202.08923957,1926402257.2829509,0.021397124394917803
602,26512647.14366095,1926402257.2829509,0.021103690873273163
603,6165820.442062983,1926402257.2829509,0.0076659940751459
604,14149107.051919956,1926402257.2829509,0.014011141742412272
605,0.0,1926402257.2829509,0.0
606,0.0,1926402257.2829509,0.0
607,22622534.33723918,1926402257.2829509,0.029275334605197642
608,0.0,1926402257.2829509,0.0
609,8815925.556574954,1926402257.2829509,0.003679059892841198
610,329903.89164866233,1926402257.2829509,0.00027212427170801763
611,4825056.015013175,1926402257.2829509,0.0016874600022161968
612,2978352.6729588485,1926402257.2829509,0.0033408061801375698
613,255092146.04037672,1926402257.2829509,0.38465787549703334
614,40952077.22008851,1926402257.2829509,0.03581490375235617
615,71941319.54763879,1926402257.2829509,0.09539778891057174
616,27095155.046017732,1926402257.2829509,0.04535305896930805
617,18142257.86327727,1926402257.2829509,0.03161744347161231
618,4197601.969140617,1926402257.2829509,0.0056340438150298145
619,0.0,1926402257.2829509,0.0
620,4958888.396329479,1926402257.2829509,0.0017536882287282614
621,95610187.95434248,1926402257.2829509,0.09242347642080952
622,10867058.727958739,1926402257.2829509,0.007335500361666353
623,25335153.710762355,1926402257.2829509,0.011489815245517818
624,0.0,1926402257.2829509,0.0
625,15082239.82424784,1926402257.2829509,0.02390314924855947
626,0.0,1926402257.2829509,0.0
627,1701393.7006259146,1926402257.2829509,0.0006154290153293721
628,4623908.698273297,1926402257.2829509,0.004188119713252412
629,128717722.3831629,1926402257.2829509,0.09399353199203969
630,0.0,1926402257.2829509,0.0
631,68468942.11673883,1926402257.2829509,0.07184844310111248
632,3463974.293593761,1926402257.2829509,0.003924174432235642
633,387416.11931348423,1926402257.2829509,0.00025593931025554397
634,586770.1793643147,1926402257.2829509,0.0002267563490198718
635,0.0,1926402257.2829509,0.0
636,23552413.112191048,1926402257.2829509,0.020331576205443416
637,1112021.8200051954,1926402257.2829509,0.0006849232835683469
638,0.0,1926402257.2829509,0.0
639,18406139.303828012,1926402257.2829509,0.011927621325678813
640,326830.6359248843,1926402257.2829509,0.00026807273067893137
641,793777.0492259491,1926402257.2829509,0.0006025862932591775
642,20726946.919649232,1926402257.2829509,0.033921999731619676
643,0.0,1926402257.2829509,0.0
644,16641485.153347686,1926402257.2829509,0.012303533439104201
645,0.0,1926402257.2829509,0.0
646,0.0,1926402257.2829509,0.0
647,8710545.043682866,1926402257.2829509,0.015012971515454094
648,796821.2402308004,1926402257.2829509,0.0005043952118623173
649,1114171.6623909648,1926402257.2829509,0.0006872469181082409
650,4379490.029760541,1926402257.2829509,0.004930728861436722
651,19666337.729349867,1926402257.2829509,0.009029255489667265
652,44162267.37139476,1926402257.2829509,0.03882973442565668
653,0.0,1926402257.2829509,0.0
654,3271193.49631587,1926402257.2829509,0.005743933734748073
655,9068608.64577166,1926402257.2829509,0.007348622702037859
656,39408054.707475185,1926402257.2829509,0.05124272801599816
657,8491028.862296611,1926402257.2829509,0.005772250467935368
658,4755861.1688943,1926402257.2829509,0.001653654750477052
659,416372.4170791111,1926402257.2829509,0.00019572803053595088
660,34172510.30956785,1926402257.2829509,0.03521953644174408
661,4416374.390120978,1926402257.2829509,0.0044177226568645304
662,34480941.74280672,1926402257.2829509,0.027319743531381845
663,17963867.29734013,1926402257.2829509,0.021077994766223386
664,5088912.172851965,1926402257.2829509,0.0018208677374980506
665,32901642.111949287,1926402257.2829509,0.059258106618261044
666,0.0,1926402257.2829509,0.0
667,12985630.068757458,1926402257.2829509,0.01950267360138665
668,0.0,1926402257.2829509,0.0
669,0.0,1926402257.2829509,0.0
670,38449749.37956727,1926402257.2829509,0.04937427381038456
671,0.0,1926402257.2829509,0.0
672,287629843.6195834,1926402257.2829509,0.35679677244869323
673,20807430.93235755,1926402257.2829509,0.01542652517458087
674,11150572.963851955,1926402257.2829509,0.0292130086165173
675,2778585.289339899,1926402257.2829509,0.0015448299390369812
676,1489127.1940145346,1926402257.2829509,0.0010875640075398022
677,5061605.135794246,1926402257.2829509,0.001806420373543539
678,14373029.839616524,1926402257.2829509,0.019325485352704636
679,19620207.981029153,1926402257.2829509,0.05036710864326582
680,7426571.51761574,1926402257.2829509,0.00781703728466675
681,2603263.726526075,1926402257.2829509,0.0035773404019496997
682,27869913.270381395,1926402257.2829509,0.013195045498251855
683,22961331.755204704,1926402257.2829509,0.047328040557170575
684,0.0,1926402257.2829509,0.0
685,2882101.702398462,1926402257.2829509,0.0010444843270959038
686,0.0,1926402257.2829509,0.0
687,42164428.39851992,1926402257.2829509,0.053785634059922566
688,53227654.36494348,1926402257.2829509,0.10288318158226756
689,9595244.841197513,1926402257.2829509,0.006002060516016367
690,0.0,1926402257.2829509,0.0
691,0.0,1926402257.2829509,0.0
692,0.0,1926402257.2829509,0.0
693,5397332.442301211,1926402257.2829509,0.007225724070341333
694,8682412.241467161,1926402257.2829509,0.006760779420455573
695,5478296.156162875,1926402257.2829509,0.003805243831873376
696,493590.49392759055,1926402257.2829509,0.00026221774792200653
697,33496881.830523305,1926402257.2829509,0.053744444226100974
698,4916561.191504624,1926402257.2829509,0.009552737139059424
699,79667068.89141552,1926402257.2829509,0.1941804398891065
700,0.0,1926402257.2829509,0.0
701,2122043.305298021,1926402257.2829509,0.005673607043618119
702,487513.1777536038,1926402257.2829509,0.0002569847888615654
703,4238594.367970071,1926402257.2829509,0.005733878316818413
704,0.0,1926402257.2829509,0.0
705,15160186.699071731,1926402257.2829509,0.015776425868057678
706,942243.8193288818,1926402257.2829509,0.0004544917213629516
707,4920987.095582791,1926402257.2829509,0.001734803367812831
708,0.0,1926402257.2829509,0.0
709,0.0,1926402257.2829509,0.0
710,67097737.40392266,1926402257.2829509,0.06663118091521258
711,0.0,1926402257.2829509,0.0
712,9005916.565208342,1926402257.2829509,0.02364055837543518
713,10094051.166087914,1926402257.2829509,0.008660012878702668
714,16454377.037049636,1926402257.2829509,0.026022880027554866
715,8787300.673068363,1926402257.2829509,0.02278193214653086
716,496144936.06928873,1926402257.2829509,0.9763490565252794
717,4090229.4047734314,1926402257.2829509,0.004464723839099447
718,391961433.3704497,1926402257.2829509,0.47415800859369306
719,10212588.471957762,1926402257.2829509,0.010071675283201156
720,5386616.096169671,1926402257.2829509,0.006038699367062553
721,2355033.3473600927,1926402257.2829509,0.0016156150182545805
722,11381530.588330321,1926402257.2829509,0.013001625027768013
723,467767.19811766915,1926402257.2829509,0.00023998223377229093
724,20932168.242434,1926402257.2829509,0.008546708993647475
725,301309977.5073375,1926402257.2829509,0.7246423570435799
726,13783261.477086805,1926402257.2829509,0.013873548399080404
727,10868600.760846648,1926402257.2829509,0.0073364853875970745
728,2565072.382921858,1926402257.2829509,0.0018233630853508507
729,1058376.507406973,1926402257.2829509,0.0006283822955016598
730,2879022.9820582853,1926402257.2829509,0.0010427491507437646
731,7955576.747605009,1926402257.2829509,0.007763685469577854
732,37918989.8340681,1926402257.2829509,0.04475732384460201
733,52857764.03650761,1926402257.2829509,0.048642926908406776
734,0.0,1926402257.2829509,0.0
735,33665776.93794705,1926402257.2829509,0.039779231069800136
736,0.0,1926402257.2829509,0.0
737,6591153.757678215,1926402257.2829509,0.012873349313590491
738,2133737.433858811,1926402257.2829509,0.005730161871134527
739,729619.6084192892,1926402257.2829509,0.0005565923266341638
740,6977261.699314082,1926402257.2829509,0.003008454824808593
741,2738389.458814701,1926402257.2829509,0.006152390502368548
742,206085041.71692243,1926402257.2829509,0.2468141088589974
743,9724727.290397739,1926402257.2829509,0.0041005490307562155
744,2446870.4394727484,1926402257.2829509,0.0017041270328410547
745,159061644.26435605,1926402257.2829509,0.19381124830802704
746,10438573.077669343,1926402257.2829509,0.006067452066787215
747,24349877.88424892,1926402257.2829509,0.05170496140908898
748,7019115.53997424,1926402257.2829509,0.006660183452564929
749,7999440.503197904,1926402257.2829509,0.010166236004434328
750,0.0,1926402257.2829509,0.0
751,10102674.427208912,1926402257.2829509,0.006435546432783015
752,3020113.146746548,1926402257.2829509,0.004188119713252412
753,25574781.059817344,1926402257.2829509,0.03298668213371564
754,23661674.99631478,1926402257.2829509,0.049513358981854314
755,26169252.304455798,1926402257.2829509,0.0216917395955099
756,1180043.241136079,1926402257.2829509,0.0008519732372570518
757,20245309.927415647,1926402257.2829509,0.03609187883929912
758,4176679.890991166,1926402257.2829509,0.005583089362300109
759,16540383.3833526,1926402257.2829509,0.012532332640253944
760,0.0,1926402257.2829509,0.0
761,123622949.40714079,1926402257.2829509,0.29825096449990335
762,331626.6323018827,1926402257.2829509,0.00027439539883388435
763,10369194.683219602,1926402257.2829509,0.021677368743762165
764,898420.6142204412,1926402257.2829509,0.0006674139678422415
765,59205687.600490734,1926402257.2829509,0.08085997012298339
766,14257827.451729652,1926402257.2829509,0.015442760863436551
767,11314059.199019022,1926402257.2829509,0.018095384402850207
768,0.0,1926402257.2829509,0.0
769,7709044.652881875,1926402257.2829509,0.005974277360453359
770,0.0,1926402257.2829509,0.0
771,0.0,1926402257.2829509,0.0
772,11783531.745227046,1926402257.2829509,0.01382818360983417
773,2030261.801360705,1926402257.2829509,0.0006954462806142178
774,47235468.25076479,1926402257.2829509,0.06781734285878885
775,14255065.54953886,1926402257.2829509,0.008831698647785054
776,0.0,1926402257.2829509,0.0
777,0.0,1926402257.2829509,0.0
778,4100699.2819299214,1926402257.2829509,0.0023794458354525006
779,10921751.90205726,1926402257.2829509,0.0075677648678226786
780,21387379.119026255,1926402257.2829509,0.014511684427518346
781,3230432.172710639,1926402257.2829509,0.0056151787475671395
782,2947232.465088875,1926402257.2829509,0.0033034220512219345
783,18960381.057187147,1926402257.2829509,0.023958478152567683
784,3247263.3356273873,1926402257.2829509,0.005668344247946228
785,2084842.9107061292,1926402257.2829509,0.0007859780186469456
786,381128452.72519255,1926402257.2829509,0.2686785603556932
787,0.0,1926402257.2829509,0.0
788,3607440.244524564,1926402257.2829509,0.001616722838622951
789,0.0,1926402257.2829509,0.0
790,2119223.6485895608,1926402257.2829509,0.005659970696285904
791,1896016.2520287435,1926402257.2829509,0.0009228235715500525
792,2120772.9784935694,1926402257.2829509,0.0056674635235651446
793,5191795.757881634,1926402257.2829509,0.005469701041256552
794,6126940.634193734,1926402257.2829509,0.006298343066350609
795,618197.0869945796,1926402257.2829509,0.0002476204028472273
796,4785028.128364293,1926402257.2829509,0.003786342873337378
797,0.0,1926402257.2829509,0.0
798,486702.5862873163,1926402257.2829509,0.0002562868176130098
799,0.0,1926402257.2829509,0.0
