,A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,discount rate 1,discount rate 2,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,EWS_DaysToThreat,scenario,policy,model
29,119.0,343.91968593623477,1.0,0.09062725860479837,200.27657578280636,1.5,0.5419212394618111,37.008274029760315,10,0.6031833156973357,110.47080380107158,10,0.25979854205759345,130.49405312967843,1.5,0.022146702945076924,1.5,2.5,2.5,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,10.0,7.0,5.0,0.0,5.0,8.0,2.0,8.0,9.0,7.0,10.0,9.0,7.0,3.0,2.0,229,4,dikesnet
30,38.0,152.3718977677413,10,0.762716245290042,318.7208301091824,10,0.9303173156919317,231.85184550376206,1.0,0.6602708863388362,302.51881946539436,1.0,0.8924950627773707,150.24585699149708,10,0.6976878392849224,3.5,1.5,1.5,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,10.0,7.0,5.0,0.0,5.0,8.0,2.0,8.0,9.0,7.0,10.0,9.0,7.0,3.0,2.0,230,4,dikesnet
31,23.0,59.69836966760049,10,0.4644807684342871,316.5336468857823,10,0.9239177752165256,72.43202329703458,10,0.2995459977074353,169.64080075270832,1.0,0.8738889758802878,157.11932419793197,1.0,0.0510423300778432,2.5,4.5,3.5,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,10.0,7.0,5.0,0.0,5.0,8.0,2.0,8.0,9.0,7.0,10.0,9.0,7.0,3.0,2.0,231,4,dikesnet
32,127.0,332.9817676616835,10,0.21292822915134646,235.52746231010946,1.0,0.028739506974587714,300.49430377522094,1.0,0.5485185637861283,202.2490579356939,1.5,0.8197852208995535,55.071797974718564,10,0.4490399507621702,3.5,3.5,2.5,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,10.0,7.0,5.0,0.0,5.0,8.0,2.0,8.0,9.0,7.0,10.0,9.0,7.0,3.0,2.0,232,4,dikesnet
33,72.0,281.77529330117886,10,0.2439757250825968,141.81813513314023,1.0,0.7568710785792934,127.19601719576727,10,0.4666700526661086,32.63742144697879,1.5,0.4040650111024422,144.9046972764616,1.0,0.6792107912748354,3.5,3.5,1.5,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,10.0,7.0,5.0,0.0,5.0,8.0,2.0,8.0,9.0,7.0,10.0,9.0,7.0,3.0,2.0,233,4,dikesnet
34,36.0,252.35291228353546,1.5,0.7960245724530906,44.07752226990745,10,0.6497940624324602,123.21374846563674,10,0.4834085673481884,173.76399514223908,1.0,0.41914216975953056,144.791323011607,1.0,0.298765096857178,1.5,3.5,3.5,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,10.0,7.0,5.0,0.0,5.0,8.0,2.0,8.0,9.0,7.0,10.0,9.0,7.0,3.0,2.0,234,4,dikesnet
35,116.0,117.41575178015341,10,0.06428682523748419,208.98262737451347,10,0.24851748142800711,59.42336611151511,1.5,0.6422030124776599,286.63935698732166,10,0.8611148884821569,128.79694253548368,1.5,0.37531801153021815,2.5,1.5,3.5,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,10.0,7.0,5.0,0.0,5.0,8.0,2.0,8.0,9.0,7.0,10.0,9.0,7.0,3.0,2.0,235,4,dikesnet
36,14.0,321.14180224271837,10,0.5268084513459264,141.34996177582627,1.0,0.7292543873128619,119.42161329094553,1.0,0.7565454520589407,273.9225304599015,1.0,0.37153752165496023,212.79444479312613,1.0,0.130395135063598,2.5,2.5,3.5,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,10.0,7.0,5.0,0.0,5.0,8.0,2.0,8.0,9.0,7.0,10.0,9.0,7.0,3.0,2.0,236,4,dikesnet
37,89.0,50.68099987364704,1.5,0.5040957554390372,196.97262123683245,10,0.055737517252319124,240.69322744442982,10,0.9878315232146989,293.74256627687936,10,0.3447589293345369,231.63503414079435,1.5,0.8107786416610713,3.5,2.5,2.5,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,10.0,7.0,5.0,0.0,5.0,8.0,2.0,8.0,9.0,7.0,10.0,9.0,7.0,3.0,2.0,237,4,dikesnet
38,66.0,159.73113133508247,10,0.30022908679804705,288.5001421093461,1.5,0.708551408623032,213.8213386682661,1.0,0.5178033105749471,46.83773404851671,1.5,0.7003962860817898,37.42474301075173,1.5,0.7625417450776963,4.5,1.5,4.5,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,10.0,7.0,5.0,0.0,5.0,8.0,2.0,8.0,9.0,7.0,10.0,9.0,7.0,3.0,2.0,238,4,dikesnet
39,10.0,78.29994826816585,1.0,0.5844039437880455,120.24240171742295,1.5,0.5527687089176405,302.58054869324565,1.5,0.3592866494515581,324.5007900587093,10,0.05694827312248363,301.15284948654744,1.0,0.3689584566423214,2.5,1.5,2.5,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,10.0,7.0,5.0,0.0,5.0,8.0,2.0,8.0,9.0,7.0,10.0,9.0,7.0,3.0,2.0,239,4,dikesnet
40,34.0,326.4497169209335,1.0,0.5646151186757509,35.572296937610055,1.0,0.622806688953518,103.66075579008097,10,0.7949951991976765,113.88169656272805,1.0,0.6089060797179339,99.61390814568875,1.5,0.46493279117138087,4.5,4.5,2.5,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,10.0,7.0,5.0,0.0,5.0,8.0,2.0,8.0,9.0,7.0,10.0,9.0,7.0,3.0,2.0,240,4,dikesnet
41,82.0,93.97899306802745,1.5,0.5882571039689843,349.1211910218369,1.0,0.6837859640157852,64.2240878469195,1.5,0.7356849058482446,349.2297516376941,1.5,0.3611706001305116,130.4876969881841,1.5,0.660169807470168,4.5,3.5,2.5,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,10.0,7.0,5.0,0.0,5.0,8.0,2.0,8.0,9.0,7.0,10.0,9.0,7.0,3.0,2.0,241,4,dikesnet
42,16.0,301.87204414960695,10,0.7045302362929521,198.98069563466112,1.0,0.1172453167454568,206.30670693842723,10,0.1166556994494995,311.30609227853563,1.5,0.2673902695785625,213.04184692115427,1.0,0.9465420370040128,2.5,4.5,1.5,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,10.0,7.0,5.0,0.0,5.0,8.0,2.0,8.0,9.0,7.0,10.0,9.0,7.0,3.0,2.0,242,4,dikesnet
43,51.0,66.29319558994304,1.5,0.17479419451476153,196.47732804921333,10,0.7690734319958944,332.7758649865309,10,0.2624099465336208,249.72151066130976,1.0,0.5803978234785517,246.68308375283993,10,0.716748934464333,3.5,4.5,4.5,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,10.0,7.0,5.0,0.0,5.0,8.0,2.0,8.0,9.0,7.0,10.0,9.0,7.0,3.0,2.0,243,4,dikesnet
44,8.0,255.00229492642723,1.0,0.22895584390200996,83.89183549533065,10,0.5278280244876264,214.48925290422318,10,0.8980634069122104,39.05027530421606,1.0,0.9455609563546928,204.3666219345854,1.0,0.15214832205100182,1.5,2.5,3.5,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,10.0,7.0,5.0,0.0,5.0,8.0,2.0,8.0,9.0,7.0,10.0,9.0,7.0,3.0,2.0,244,4,dikesnet
45,52.0,251.48730017118083,1.5,0.9460107777637918,33.5073648825448,1.0,0.7240638632329726,203.28262822651052,10,0.8782336643539099,49.82246814876117,1.0,0.60506418762355,174.40033771386425,1.0,0.38638439100351285,4.5,1.5,2.5,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,10.0,7.0,5.0,0.0,5.0,8.0,2.0,8.0,9.0,7.0,10.0,9.0,7.0,3.0,2.0,245,4,dikesnet
46,51.0,299.82990859704705,1.5,0.6856418554573787,247.0419874633814,1.0,0.8229365011448379,157.71938736158603,10,0.7024058844584422,58.00866184577387,1.0,0.5288723498334637,144.6770090753584,10,0.2803072353818653,3.5,1.5,4.5,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,10.0,7.0,5.0,0.0,5.0,8.0,2.0,8.0,9.0,7.0,10.0,9.0,7.0,3.0,2.0,246,4,dikesnet
47,26.0,157.65555813530898,10,0.3343755663480157,48.28901438990144,1.0,0.12921545626250963,134.83962664821843,1.0,0.18496047637151447,242.06442930084444,10,0.6239482591160237,217.08643963015942,1.0,0.8826650279336551,2.5,4.5,1.5,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,10.0,7.0,5.0,0.0,5.0,8.0,2.0,8.0,9.0,7.0,10.0,9.0,7.0,3.0,2.0,247,4,dikesnet
48,126.0,270.44567965721893,10,0.29706766953954955,192.01944897012163,1.5,0.38315595238679123,99.32973166128593,1.5,0.5301200184511987,79.37619616429262,1.5,0.3892074938731329,104.45408636028567,10,0.43552662697425615,3.5,2.5,3.5,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,10.0,7.0,5.0,0.0,5.0,8.0,2.0,8.0,9.0,7.0,10.0,9.0,7.0,3.0,2.0,248,4,dikesnet
